"id_nf","produto_id","pedido_id","quantidade","valor_unitario","valor_total","estado","frete"
"9822","3820","113393","1","139","139","BR-CE","28"
"9823","6262","113586","2","644","1288","BR-TO","258"
"9824","68110","113967","6","790","4740","BR-MS","948"
"9825","4835","114882","4","560","2240","BR-RR","448"
"9826","44207","116453","4","290","1160","BR-PB","232"
"9827","100983","116831","3","350","1050","BR-BA","210"
"9828","74864","116867","6","130","780","BR-PA","156"
"9829","21516","117299","3","320","960","BR-MT","192"
"9830","62594","117846","2","300","600","BR-RO","120"
"9831","6742","119667","3","850","2550","BR-PR","510"
"9832","30211","120499","6","380","2280","BR-SC","456"
"9833","35129","121154","6","320","1920","BR-AC","384"
"9834","48872","121606","3","120","360","BR-SP","72"
"9835","68110","122063","4","790","3160","BR-PB","632"
"9836","15875","122891","6","490","2940","BR-MG","588"
"9837","24159","124441","1","270","270","BR-RR","54"
"9838","91248","125349","4","45","180","BR-PR","36"
"9839","31835","125615","1","399","399","BR-ES","80"
"9840","7729","126519","1","360","360","BR-MT","72"
"9841","5995","127051","6","398","2388","BR-SC","478"
"9842","43888","128721","1","190","190","BR-MT","38"
"9843","36306","129137","2","390","780","BR-SP","156"
"9844","13705","129301","1","180","180","BR-MA","36"
"9845","2706","129467","1","590","590","BR-RS","118"
"9846","87156","130155","3","160","480","BR-RN","96"
"9847","4835","130264","3","560","1680","BR-DF","336"
"9848","87156","130339","6","160","960","BR-RR","192"
"9849","50478","130413","4","315","1260","BR-SE","252"
"9850","5995","130736","4","398","1592","BR-RR","318"
"9851","13814","131244","5","550","2750","BR-ES","550"
"9852","43054","133994","6","320","1920","BR-MS","384"
"9853","53731","134034","5","430","2150","BR-AP","430"
"9854","15875","134078","6","490","2940","BR-TO","588"
"9855","35682","134620","4","250","1000","BR-MS","200"
"9856","32126","134757","6","210","1260","BR-PA","252"
"9857","13814","136978","4","550","2200","BR-MA","440"
"9858","95805","138110","3","100","300","BR-SP","60"
"9859","7193","139858","4","320","1280","BR-AC","256"
"9860","55452","417","2","350","700","BR-PI","140"
"9861","27546","494","3","336","1008","BR-PB","202"
"9862","41262","1944","4","390","1560","BR-SC","312"
"9863","18751","2170","2","990","1980","BR-MT","396"
"9864","23575","2501","5","210","1050","BR-SP","210"
"9865","97039","3374","6","320","1920","BR-RJ","384"
"9866","17258","3399","5","420","2100","BR-SP","420"
"9867","27336","3828","3","250","750","BR-DF","150"
"9868","23575","4212","5","210","1050","BR-RR","210"
"9869","6381","4396","3","586","1758","BR-AP","352"
"9870","74864","4418","5","130","650","BR-PB","130"
"9871","43888","5283","6","190","1140","BR-AL","228"
"9872","8691","6152","6","180","1080","BR-AC","216"
"9873","100983","6184","1","350","350","BR-GO","70"
"9874","37794","6909","6","105","630","BR-CE","126"
"9875","100460","9295","2","890","1780","BR-PE","356"
"9876","33349","10092","2","270","540","BR-MT","108"
"9877","100939","10566","5","310","1550","BR-RN","310"
"9878","29510","11178","4","360","1440","BR-SP","288"
"9879","72667","11210","1","139","139","BR-SC","28"
"9880","5292","11655","1","576","576","BR-AC","115"
"9881","84743","12341","4","120","480","BR-MA","96"
"9882","64127","12814","5","590","2950","BR-GO","590"
"9883","75706","13957","3","100","300","BR-PA","60"
"9884","77558","15011","4","790","3160","BR-RN","632"
"9885","82990","15199","6","450","2700","BR-RN","540"
"9886","82257","15373","3","1600","4800","BR-PB","960"
"9887","77558","15580","4","790","3160","BR-RR","632"
"9888","80644","15687","6","990","5940","BR-AC","1188"
"9889","12812","16433","4","320","1280","BR-AP","256"
"9890","36306","19059","6","390","2340","BR-PB","468"
"9891","32890","19419","6","480","2880","BR-PB","576"
"9892","29301","20533","2","180","360","BR-MG","72"
"9893","3451","20640","1","250","250","BR-PE","50"
"9894","84743","20735","2","120","240","BR-ES","48"
"9895","7729","20753","2","360","720","BR-AC","144"
"9896","6699","21149","6","320","1920","BR-GO","384"
"9897","53731","22150","3","430","1290","BR-MG","258"
"9898","14074","22287","5","450","2250","BR-BA","450"
"9899","7193","22619","3","320","960","BR-MA","192"
"9900","15875","22749","3","490","1470","BR-BA","294"
"9901","8707","22874","1","150","150","BR-AM","30"
"9902","17329","23422","4","590","2360","BR-RS","472"
"9903","71190","23538","4","360","1440","BR-AP","288"
"9904","6769","24456","5","220","1100","BR-ES","220"
"9905","42913","24560","3","2590","7770","BR-ES","1554"
"9906","79079","25118","1","320","320","BR-TO","64"
"9907","72621","26418","6","179","1074","BR-BA","215"
"9908","54794","26494","4","350","1400","BR-RO","280"
"9909","100932","26912","4","3900","15600","BR-PE","3120"
"9910","84176","26984","2","310","620","BR-DF","124"
"9911","4835","27119","2","560","1120","BR-RJ","224"
"9912","80644","28040","1","990","990","BR-PI","198"
"9913","49497","28114","1","320","320","BR-PI","64"
"9914","6769","28691","6","220","1320","BR-SC","264"
"9915","75706","29881","1","100","100","BR-TO","20"
"9916","56571","31413","1","420","420","BR-MA","84"
"9917","54794","32234","3","350","1050","BR-SC","210"
"9918","98640","32894","4","990","3960","BR-MA","792"
"9919","84743","33417","3","120","360","BR-GO","72"
"9920","72667","34238","5","139","695","BR-AL","139"
"9921","45878","34614","4","210","840","BR-SE","168"
"9922","8691","36341","4","180","720","BR-SC","144"
"9923","70673","36592","5","210","1050","BR-MT","210"
"9924","11218","37472","5","250","1250","BR-RO","250"
"9925","56380","37478","1","179","179","BR-TO","36"
"9926","25562","37520","2","320","640","BR-AP","128"
"9927","91498","39494","5","130","650","BR-PI","130"
"9928","47682","40198","1","430","430","BR-MG","86"
"9929","27336","40896","2","250","500","BR-MA","100"
"9930","88368","41494","3","250","750","BR-CE","150"
"9931","62594","41516","6","300","1800","BR-PR","360"
"9932","83009","42050","1","280","280","BR-BA","56"
"9933","10086","42235","2","750","1500","BR-RR","300"
"9934","72667","42760","3","139","417","BR-MT","83"
"9935","36195","42843","2","110","220","BR-MS","44"
"9936","49497","43298","6","320","1920","BR-MA","384"
"9937","100983","44328","3","350","1050","BR-MS","210"
"9938","98640","45268","3","990","2970","BR-GO","594"
"9939","47475","47094","5","490","2450","BR-SE","490"
"9940","48872","48857","1","120","120","BR-TO","24"
"9941","91248","50084","4","45","180","BR-RR","36"
"9942","6769","51691","6","220","1320","BR-AP","264"
"9943","53941","53844","3","280","840","BR-SP","168"
"9944","88368","54253","4","250","1000","BR-SP","200"
"9945","72667","54413","6","139","834","BR-RJ","167"
"9946","21429","54711","1","390","390","BR-PE","78"
"9947","17329","54956","1","590","590","BR-MT","118"
"9948","98964","55431","3","280","840","BR-SP","168"
"9949","45979","55481","4","280","1120","BR-AP","224"
"9950","100983","56397","5","350","1750","BR-DF","350"
"9951","57815","56422","5","100","500","BR-PR","100"
"9952","36195","56555","1","110","110","BR-RN","22"
"9953","7193","57013","5","320","1600","BR-AC","320"
"9954","57708","57849","4","990","3960","BR-RR","792"
"9955","28699","58328","1","420","420","BR-RN","84"
"9956","3820","58812","6","139","834","BR-SE","167"
"9957","85154","58910","2","420","840","BR-AC","168"
"9958","48483","58917","3","400","1200","BR-SP","240"
"9959","6742","59976","1","850","850","BR-MS","170"
"9960","83795","62440","6","310","1860","BR-MT","372"
"9961","45979","63174","3","280","840","BR-AC","168"
"9962","100460","64889","5","890","4450","BR-PI","890"
"9963","32126","65143","6","210","1260","BR-RR","252"
"9964","21429","65663","3","390","1170","BR-PB","234"
"9965","53138","66706","1","690","690","BR-BA","138"
"9966","8707","66715","2","150","300","BR-RO","60"
"9967","59337","67226","3","390","1170","BR-RJ","234"
"9968","42913","67466","3","2590","7770","BR-ES","1554"
"9969","36306","69715","2","390","780","BR-PR","156"
"9970","73038","70152","5","90","450","BR-RR","90"
"9971","58245","70382","4","120","480","BR-MA","96"
"9972","86544","70652","4","50","200","BR-RJ","40"
"9973","4553","72580","3","110","330","BR-RN","66"
"9974","73038","72650","3","90","270","BR-AP","54"
"9975","39368","72670","5","279","1395","BR-DF","279"
"9976","83795","73070","4","310","1240","BR-AP","248"
"9977","11736","73393","6","740","4440","BR-CE","888"
"9978","7729","73590","5","360","1800","BR-DF","360"
"9979","10086","73874","4","750","3000","BR-RR","600"
"9980","29012","75169","4","525","2100","BR-CE","420"
"9981","12812","75488","3","320","960","BR-GO","192"
"9982","100481","77461","2","410","820","BR-AP","164"
"9983","72667","80746","5","139","695","BR-MT","139"
"9984","45695","81249","1","240","240","BR-MT","48"
"9985","80644","81497","1","990","990","BR-RO","198"
"9986","51314","82187","4","410","1640","BR-AL","328"
"9987","7729","82453","1","360","360","BR-GO","72"
"9988","13814","82956","4","550","2200","BR-SC","440"
"9989","100939","83516","6","310","1860","BR-TO","372"
"9990","14074","83646","2","450","900","BR-MT","180"
"9991","65473","83749","3","210","630","BR-MA","126"
"9992","58472","83889","4","150","600","BR-MG","120"
"9993","43054","86417","2","320","640","BR-MS","128"
"9994","83792","87251","3","390","1170","BR-BA","234"
"9995","5412","87605","6","788","4728","BR-MS","946"
"9996","17258","90234","6","420","2520","BR-ES","504"
"9997","85154","90846","6","420","2520","BR-SP","504"
"9998","10086","91558","2","750","1500","BR-AL","300"
"9999","4853","92476","2","100","200","BR-PB","40"
"10000","60010","93621","4","90","360","BR-AL","72"
"10001","25562","94008","1","320","320","BR-AC","64"
"10002","13716","94120","3","450","1350","BR-RS","270"
"10003","3829","94245","6","2630","15780","BR-DF","3156"
"10004","45878","95799","5","210","1050","BR-RR","210"
"10005","83795","96356","5","310","1550","BR-SP","310"
"10006","85154","96424","5","420","2100","BR-MG","420"
"10007","13906","96604","3","340","1020","BR-RS","204"
"10008","35129","96744","6","320","1920","BR-GO","384"
"10009","3829","96831","1","2630","2630","BR-AM","526"
"10010","7193","97261","5","320","1600","BR-RN","320"
"10011","83795","98586","4","310","1240","BR-MA","248"
"10012","100961","98597","6","480","2880","BR-RR","576"
"10013","37384","99260","1","700","700","BR-AC","140"
"10014","14836","100163","4","1100","4400","BR-AP","880"
"10015","30263","100288","2","135","270","BR-MA","54"
"10016","15470","100860","6","590","3540","BR-CE","708"
"10017","6888","100996","4","350","1400","BR-BA","280"
"10018","84692","102091","4","499","1996","BR-CE","399"
"10019","57815","103264","2","100","200","BR-AP","40"
"10020","3820","103867","5","139","695","BR-RN","139"
"10021","79079","104288","4","320","1280","BR-CE","256"
"10022","86845","106216","4","110","440","BR-PE","88"
"10023","61071","106503","2","450","900","BR-RO","180"
"10024","31651","106626","2","180","360","BR-PR","72"
"10025","65473","106906","4","210","840","BR-AM","168"
"10026","100484","107562","4","320","1280","BR-PE","256"
"10027","12895","108952","3","2600","7800","BR-MA","1560"
"10028","55051","110930","2","760","1520","BR-CE","304"
"10029","12812","111233","2","320","640","BR-BA","128"
"10030","56571","111238","4","420","1680","BR-PI","336"
"10031","17395","111893","4","1400","5600","BR-RN","1120"
"10032","47475","113395","2","490","980","BR-CE","196"
"10033","48872","113469","3","120","360","BR-PI","72"
"10034","8456","113566","2","360","720","BR-BA","144"
"10035","9809","113841","3","260","780","BR-AL","156"
"10036","45979","114813","3","280","840","BR-ES","168"
"10037","3820","115581","6","139","834","BR-PE","167"
"10038","12751","115679","5","400","2000","BR-SE","400"
"10039","73692","116097","6","90","540","BR-PR","108"
"10040","95805","116229","1","100","100","BR-TO","20"
"10041","6888","117154","3","350","1050","BR-MS","210"
"10042","5567","117540","2","210","420","BR-SC","84"
"10043","14074","119228","2","450","900","BR-MG","180"
"10044","11218","119860","5","250","1250","BR-DF","250"
"10045","70813","120764","2","120","240","BR-AC","48"
"10046","5412","121161","2","788","1576","BR-PB","315"
"10047","13716","121736","3","450","1350","BR-PR","270"
"10048","25562","121750","5","320","1600","BR-MA","320"
"10049","21429","122090","3","390","1170","BR-BA","234"
"10050","6262","122860","4","644","2576","BR-PI","515"
"10051","100939","124237","2","310","620","BR-PA","124"
"10052","100939","124931","3","310","930","BR-SC","186"
"10053","48483","126141","5","400","2000","BR-MS","400"
"10054","9397","126914","6","345","2070","BR-SC","414"
"10055","36195","128290","2","110","220","BR-CE","44"
"10056","88368","132034","4","250","1000","BR-PB","200"
"10057","53731","132483","6","430","2580","BR-MS","516"
"10058","91248","132939","3","45","135","BR-PB","27"
"10059","37384","135160","2","700","1400","BR-RJ","280"
"10060","19432","135708","3","190","570","BR-AC","114"
"10061","45878","139357","4","210","840","BR-PB","168"
"10062","5292","1","6","576","3456","BR-PE","691"
"10063","5292","959","3","576","1728","BR-CE","346"
"10064","11218","1034","3","250","750","BR-RJ","150"
"10065","48483","1511","1","400","400","BR-MA","80"
"10066","43888","1625","4","190","760","BR-MS","152"
"10067","30263","1696","1","135","135","BR-SC","27"
"10068","15470","2018","4","590","2360","BR-MG","472"
"10069","15470","3207","2","590","1180","BR-AM","236"
"10070","91498","3619","6","130","780","BR-MT","156"
"10071","37384","3905","6","700","4200","BR-PR","840"
"10072","86302","4531","3","139","417","BR-PE","83"
"10073","4835","4942","3","560","1680","BR-GO","336"
"10074","74864","5936","5","130","650","BR-CE","130"
"10075","74864","7244","3","130","390","BR-PE","78"
"10076","59337","7441","4","390","1560","BR-PE","312"
"10077","6699","7964","3","320","960","BR-SE","192"
"10078","75706","10397","4","100","400","BR-PR","80"
"10079","83795","11730","5","310","1550","BR-SP","310"
"10080","6742","11742","5","850","4250","BR-SE","850"
"10081","39368","12479","4","279","1116","BR-SC","223"
"10082","36195","12586","1","110","110","BR-PI","22"
"10083","10795","13276","6","300","1800","BR-GO","360"
"10084","33348","13449","6","160","960","BR-RR","192"
"10085","6742","13676","2","850","1700","BR-RR","340"
"10086","35682","14402","2","250","500","BR-RN","100"
"10087","29301","14762","1","180","180","BR-ES","36"
"10088","18128","16222","1","795","795","BR-RN","159"
"10089","100481","16380","2","410","820","BR-SE","164"
"10090","84743","17103","1","120","120","BR-RO","24"
"10091","29893","18366","4","420","1680","BR-RO","336"
"10092","39814","18475","3","390","1170","BR-MT","234"
"10093","12895","19261","4","2600","10400","BR-PB","2080"
"10094","13705","19551","2","180","360","BR-CE","72"
"10095","21429","20342","4","390","1560","BR-BA","312"
"10096","14420","20677","4","690","2760","BR-RR","552"
"10097","85154","20952","2","420","840","BR-SC","168"
"10098","12812","21591","6","320","1920","BR-MA","384"
"10099","40082","24006","1","315","315","BR-AL","63"
"10100","29893","24759","1","420","420","BR-AM","84"
"10101","13814","25377","3","550","1650","BR-MT","330"
"10102","14420","26286","4","690","2760","BR-MA","552"
"10103","5995","26779","1","398","398","BR-SP","80"
"10104","17395","27403","1","1400","1400","BR-PI","280"
"10105","72667","27988","2","139","278","BR-MT","56"
"10106","82257","28210","5","1600","8000","BR-MG","1600"
"10107","15470","28897","4","590","2360","BR-RR","472"
"10108","9397","32782","1","345","345","BR-PR","69"
"10109","29510","33745","4","360","1440","BR-CE","288"
"10110","72667","34266","3","139","417","BR-PI","83"
"10111","50478","36182","2","315","630","BR-RN","126"
"10112","83866","37583","2","990","1980","BR-DF","396"
"10113","13906","39698","5","340","1700","BR-RR","340"
"10114","16634","40387","4","480","1920","BR-SP","384"
"10115","53731","41210","6","430","2580","BR-BA","516"
"10116","84176","41535","6","310","1860","BR-PB","372"
"10117","56571","43892","6","420","2520","BR-PI","504"
"10118","36195","44800","6","110","660","BR-CE","132"
"10119","13705","45597","3","180","540","BR-RN","108"
"10120","16634","46871","5","480","2400","BR-TO","480"
"10121","53458","48097","6","450","2700","BR-PE","540"
"10122","5567","49026","3","210","630","BR-AL","126"
"10123","57696","49787","5","410","2050","BR-BA","410"
"10124","6769","49812","5","220","1100","BR-SE","220"
"10125","32890","50727","1","480","480","BR-RR","96"
"10126","83009","50796","5","280","1400","BR-AC","280"
"10127","32126","51462","2","210","420","BR-BA","84"
"10128","7729","52353","6","360","2160","BR-BA","432"
"10129","29893","52375","5","420","2100","BR-SC","420"
"10130","91498","52834","2","130","260","BR-PI","52"
"10131","57815","52922","2","100","200","BR-MG","40"
"10132","5412","53133","4","788","3152","BR-PI","630"
"10133","59337","53545","6","390","2340","BR-SE","468"
"10134","61356","53656","4","390","1560","BR-PB","312"
"10135","14074","54150","5","450","2250","BR-RS","450"
"10136","19432","54770","1","190","190","BR-AL","38"
"10137","41189","54928","6","160","960","BR-AL","192"
"10138","4553","55113","1","110","110","BR-PR","22"
"10139","49497","55940","4","320","1280","BR-PE","256"
"10140","91498","56427","2","130","260","BR-MA","52"
"10141","33349","56581","4","270","1080","BR-SC","216"
"10142","66539","56707","1","399","399","BR-MT","80"
"10143","95805","56928","6","100","600","BR-PB","120"
"10144","43054","57791","5","320","1600","BR-MS","320"
"10145","11736","58451","2","740","1480","BR-PA","296"
"10146","45695","58790","5","240","1200","BR-TO","240"
"10147","35682","58821","5","250","1250","BR-PB","250"
"10148","47682","62588","1","430","430","BR-RO","86"
"10149","28699","62693","2","420","840","BR-DF","168"
"10150","28699","62857","3","420","1260","BR-RS","252"
"10151","91248","63122","4","45","180","BR-MS","36"
"10152","11218","63469","1","250","250","BR-MG","50"
"10153","38723","64363","2","80","160","BR-RN","32"
"10154","83009","64990","1","280","280","BR-BA","56"
"10155","83792","65648","2","390","780","BR-RN","156"
"10156","82257","65702","2","1600","3200","BR-RS","640"
"10157","83009","66061","5","280","1400","BR-CE","280"
"10158","84692","66152","1","499","499","BR-SP","100"
"10159","56571","66523","6","420","2520","BR-PR","504"
"10160","13906","66534","5","340","1700","BR-MA","340"
"10161","53138","66955","4","690","2760","BR-RR","552"
"10162","17329","67191","6","590","3540","BR-BA","708"
"10163","33976","67913","5","120","600","BR-AP","120"
"10164","3865","68202","3","6500","19500","BR-PE","3900"
"10165","29893","68777","2","420","840","BR-RS","168"
"10166","21516","68951","3","320","960","BR-SE","192"
"10167","6699","69206","3","320","960","BR-PB","192"
"10168","17395","69351","1","1400","1400","BR-SP","280"
"10169","12895","70697","3","2600","7800","BR-SP","1560"
"10170","77558","71443","2","790","1580","BR-SE","316"
"10171","74506","71952","3","420","1260","BR-BA","252"
"10172","70240","73514","2","290","580","BR-TO","116"
"10173","10795","73618","2","300","600","BR-MG","120"
"10174","13814","74772","6","550","3300","BR-ES","660"
"10175","35682","75805","3","250","750","BR-RO","150"
"10176","53458","76343","4","450","1800","BR-RS","360"
"10177","74864","76732","5","130","650","BR-PR","130"
"10178","22407","77334","3","200","600","BR-TO","120"
"10179","4853","78805","2","100","200","BR-SE","40"
"10180","53941","79062","6","280","1680","BR-AC","336"
"10181","65473","79534","1","210","210","BR-MS","42"
"10182","74864","80012","3","130","390","BR-DF","78"
"10183","98640","80187","3","990","2970","BR-SC","594"
"10184","91498","83036","4","130","520","BR-DF","104"
"10185","3829","83457","4","2630","10520","BR-SE","2104"
"10186","98640","86024","3","990","2970","BR-PE","594"
"10187","39368","86088","2","279","558","BR-TO","112"
"10188","17258","87313","6","420","2520","BR-GO","504"
"10189","23575","87651","5","210","1050","BR-AL","210"
"10190","29893","88409","4","420","1680","BR-MA","336"
"10191","22568","89183","5","245","1225","BR-MS","245"
"10192","23575","90090","3","210","630","BR-RO","126"
"10193","13814","90864","5","550","2750","BR-ES","550"
"10194","13906","91278","3","340","1020","BR-RN","204"
"10195","29012","91481","2","525","1050","BR-PR","210"
"10196","32986","91679","6","315","1890","BR-PI","378"
"10197","38723","91919","2","80","160","BR-PA","32"
"10198","42913","93069","6","2590","15540","BR-TO","3108"
"10199","47405","93267","4","310","1240","BR-AM","248"
"10200","64127","93538","1","590","590","BR-MS","118"
"10201","30263","93550","2","135","270","BR-SE","54"
"10202","97039","95463","2","320","640","BR-AC","128"
"10203","59784","95574","6","390","2340","BR-SC","468"
"10204","67445","96304","1","320","320","BR-GO","64"
"10205","91248","97478","5","45","225","BR-MT","45"
"10206","48872","99842","4","120","480","BR-AM","96"
"10207","100460","99852","6","890","5340","BR-RR","1068"
"10208","58472","99914","3","150","450","BR-MS","90"
"10209","67445","100286","3","320","960","BR-BA","192"
"10210","36195","100850","1","110","110","BR-RJ","22"
"10211","50771","101045","6","340","2040","BR-MA","408"
"10212","98640","101986","5","990","4950","BR-MA","990"
"10213","6262","102436","3","644","1932","BR-PB","386"
"10214","79079","102666","3","320","960","BR-PE","192"
"10215","12812","106701","3","320","960","BR-AL","192"
"10216","68110","106754","1","790","790","BR-MT","158"
"10217","84692","107809","3","499","1497","BR-SE","299"
"10218","4553","108084","3","110","330","BR-CE","66"
"10219","44424","108681","4","360","1440","BR-RJ","288"
"10220","31651","110037","2","180","360","BR-RO","72"
"10221","80644","110059","5","990","4950","BR-PI","990"
"10222","91498","110264","3","130","390","BR-AC","78"
"10223","77558","110727","3","790","2370","BR-PI","474"
"10224","30211","110800","6","380","2280","BR-PR","456"
"10225","10086","110921","4","750","3000","BR-DF","600"
"10226","66135","111886","4","490","1960","BR-PB","392"
"10227","14420","112173","2","690","1380","BR-SP","276"
"10228","51314","112998","6","410","2460","BR-MT","492"
"10229","57708","113020","1","990","990","BR-CE","198"
"10230","20029","116284","3","294","882","BR-AM","176"
"10231","15470","118632","4","590","2360","BR-AM","472"
"10232","39368","119077","4","279","1116","BR-PI","223"
"10233","13906","119961","5","340","1700","BR-TO","340"
"10234","64127","122361","3","590","1770","BR-BA","354"
"10235","5412","123031","3","788","2364","BR-DF","473"
"10236","28699","124169","6","420","2520","BR-MA","504"
"10237","27659","124202","1","140","140","BR-AL","28"
"10238","17990","124264","2","3800","7600","BR-MS","1520"
"10239","93262","124266","3","450","1350","BR-SP","270"
"10240","43699","124360","3","169","507","BR-ES","101"
"10241","4553","125318","2","110","220","BR-AP","44"
"10242","15875","125476","4","490","1960","BR-AP","392"
"10243","16634","125925","5","480","2400","BR-MG","480"
"10244","32986","126007","1","315","315","BR-AP","63"
"10245","35129","127003","4","320","1280","BR-RR","256"
"10246","6381","127576","2","586","1172","BR-RS","234"
"10247","42913","128108","5","2590","12950","BR-RR","2590"
"10248","71946","128810","6","290","1740","BR-RR","348"
"10249","45695","129618","4","240","960","BR-PB","192"
"10250","59784","129745","6","390","2340","BR-SE","468"
"10251","35129","129747","6","320","1920","BR-PE","384"
"10252","6888","130140","4","350","1400","BR-DF","280"
"10253","31835","130172","2","399","798","BR-PE","160"
"10254","11218","131342","1","250","250","BR-MT","50"
"10255","30211","133483","3","380","1140","BR-MA","228"
"10256","23575","133710","2","210","420","BR-PI","84"
"10257","84176","133826","4","310","1240","BR-RN","248"
"10258","12895","135468","4","2600","10400","BR-MA","2080"
"10259","58472","136384","2","150","300","BR-AM","60"
"10260","29012","137295","1","525","525","BR-AP","105"
"10261","49497","137439","3","320","960","BR-RR","192"
"10262","7940","139510","4","1200","4800","BR-PR","960"
"10263","4553","139519","3","110","330","BR-RN","66"
"10264","29893","1556","3","420","1260","BR-RJ","252"
"10265","6742","2134","5","850","4250","BR-MT","850"
"10266","50478","2781","1","315","315","BR-PI","63"
"10267","32126","2931","4","210","840","BR-AL","168"
"10268","41189","3572","2","160","320","BR-SP","64"
"10269","32986","4470","5","315","1575","BR-ES","315"
"10270","6742","6020","1","850","850","BR-AC","170"
"10271","27659","6156","3","140","420","BR-RS","84"
"10272","41262","6168","3","390","1170","BR-CE","234"
"10273","25562","6409","4","320","1280","BR-PA","256"
"10274","37384","6561","4","700","2800","BR-MA","560"
"10275","8456","7973","1","360","360","BR-AP","72"
"10276","11736","8849","5","740","3700","BR-PR","740"
"10277","8673","9156","2","490","980","BR-DF","196"
"10278","18790","10811","1","890","890","BR-MA","178"
"10279","11218","11283","2","250","500","BR-TO","100"
"10280","12609","11381","5","320","1600","BR-AP","320"
"10281","5995","13013","2","398","796","BR-TO","159"
"10282","60010","13185","3","90","270","BR-MA","54"
"10283","24159","16037","2","270","540","BR-RR","108"
"10284","100481","16245","3","410","1230","BR-SC","246"
"10285","25562","16291","3","320","960","BR-SC","192"
"10286","12895","16453","5","2600","13000","BR-MG","2600"
"10287","59784","17069","4","390","1560","BR-GO","312"
"10288","59337","17629","4","390","1560","BR-SE","312"
"10289","82257","17738","6","1600","9600","BR-RN","1920"
"10290","50478","19637","6","315","1890","BR-DF","378"
"10291","40508","19801","3","245","735","BR-RS","147"
"10292","44379","20367","1","165","165","BR-BA","33"
"10293","9809","22102","1","260","260","BR-RN","52"
"10294","59784","22515","4","390","1560","BR-MS","312"
"10295","66135","22609","4","490","1960","BR-PR","392"
"10296","72621","23134","4","179","716","BR-TO","143"
"10297","5567","23652","2","210","420","BR-BA","84"
"10298","50771","25403","4","340","1360","BR-RR","272"
"10299","47405","25603","1","310","310","BR-RO","62"
"10300","53731","27014","1","430","430","BR-PB","86"
"10301","6381","28430","2","586","1172","BR-AM","234"
"10302","17329","28838","5","590","2950","BR-MT","590"
"10303","12812","28921","5","320","1600","BR-CE","320"
"10304","41262","29072","6","390","2340","BR-AC","468"
"10305","6699","29142","3","320","960","BR-MS","192"
"10306","44207","31015","2","290","580","BR-AP","116"
"10307","6699","32072","2","320","640","BR-AC","128"
"10308","18212","32335","5","120","600","BR-RN","120"
"10309","30211","32452","5","380","1900","BR-RJ","380"
"10310","6769","32516","1","220","220","BR-RO","44"
"10311","73038","32659","4","90","360","BR-AC","72"
"10312","18212","36207","1","120","120","BR-PA","24"
"10313","4553","37435","2","110","220","BR-RN","44"
"10314","14074","37980","5","450","2250","BR-RN","450"
"10315","43054","38935","2","320","640","BR-MS","128"
"10316","3820","40190","2","139","278","BR-RO","56"
"10317","79079","40868","2","320","640","BR-MS","128"
"10318","5995","41240","2","398","796","BR-SP","159"
"10319","53731","42010","1","430","430","BR-ES","86"
"10320","45979","42704","3","280","840","BR-PI","168"
"10321","6769","42865","2","220","440","BR-AP","88"
"10322","83866","43216","6","990","5940","BR-DF","1188"
"10323","18751","43667","5","990","4950","BR-AM","990"
"10324","66135","43868","5","490","2450","BR-CE","490"
"10325","84692","44124","5","499","2495","BR-DF","499"
"10326","83795","44293","2","310","620","BR-MG","124"
"10327","91498","46387","4","130","520","BR-RN","104"
"10328","12812","47688","2","320","640","BR-MT","128"
"10329","84176","49170","6","310","1860","BR-SP","372"
"10330","77079","50889","6","100","600","BR-MS","120"
"10331","6769","51266","1","220","220","BR-PA","44"
"10332","32126","52403","4","210","840","BR-RS","168"
"10333","59337","52507","5","390","1950","BR-MS","390"
"10334","18212","52542","2","120","240","BR-PB","48"
"10335","23575","53207","4","210","840","BR-SE","168"
"10336","13705","54171","3","180","540","BR-AL","108"
"10337","32986","57006","5","315","1575","BR-RN","315"
"10338","83866","59180","3","990","2970","BR-DF","594"
"10339","37384","59628","5","700","3500","BR-RJ","700"
"10340","13906","59779","4","340","1360","BR-AP","272"
"10341","33349","59918","5","270","1350","BR-BA","270"
"10342","59784","60811","4","390","1560","BR-PA","312"
"10343","17990","61496","6","3800","22800","BR-ES","4560"
"10344","35682","61725","4","250","1000","BR-SC","200"
"10345","88368","62618","5","250","1250","BR-RS","250"
"10346","32890","64069","5","480","2400","BR-AP","480"
"10347","36306","64207","1","390","390","BR-RS","78"
"10348","21429","65128","2","390","780","BR-AC","156"
"10349","79079","65398","1","320","320","BR-RR","64"
"10350","11736","65804","5","740","3700","BR-AC","740"
"10351","13814","66771","4","550","2200","BR-MS","440"
"10352","95805","67598","4","100","400","BR-PA","80"
"10353","30263","67713","3","135","405","BR-PE","81"
"10354","91498","67988","4","130","520","BR-PR","104"
"10355","65473","68102","4","210","840","BR-AL","168"
"10356","30263","69389","1","135","135","BR-RS","27"
"10357","100932","70722","4","3900","15600","BR-CE","3120"
"10358","5567","70822","4","210","840","BR-RS","168"
"10359","44424","71121","1","360","360","BR-RO","72"
"10360","77079","71829","2","100","200","BR-MA","40"
"10361","7871","72524","1","420","420","BR-AP","84"
"10362","86845","72531","2","110","220","BR-DF","44"
"10363","29510","73701","1","360","360","BR-RR","72"
"10364","18212","73904","6","120","720","BR-SC","144"
"10365","13472","75570","2","450","900","BR-MT","180"
